Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,Open,High,Low,Close,Adj Close,Volume,Netto_Position_NonCom,Netto_Position_Com,Totall_diff,Median_Total_diff,Median_Total_diff_Change,Median_Close_Price,Median_Close_Trend,RSI,Median_RSI
EURO FX - CHICAGO MERCANTILE EXCHANGE,211019,2021-10-19,99741,CME ,0,99,679418,193320,205427,8653,389682,407255,591655,621335,87763,58083,679418,193320,205427,8653,389682,407255,591655,621335,87763,58083,0,0,0,0,0,0,0,0,0,0,-15911.0,-9192.0,-15483.0,793.0,-6542.0,2078.0,-14941.0,-12612.0,-970.0,-3299.0,100,28.5,30.2,1.3,57.4,59.9,87.1,91.5,12.9,8.5,100,28.5,30.2,1.3,57.4,59.9,87.1,91.5,12.9,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,93,60,25,129,95,230,172,322,93,60,25,129,95,230,172,0,0,0,0,0,0,0,0,14.8,40.7,24.3,53.0,14.1,40.5,22.6,52.8,14.8,40.7,24.3,53.0,14.1,40.5,22.6,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1614537239074707,1.1670000553131104,1.1614537239074707,1.161386251449585,1.161386251449585,0.0,-12107,-17573,5466,30853.0,-1605.5,1.1657622456550598,0,0.5750601260295412,0.39258671534253153
EURO FX - CHICAGO MERCANTILE EXCHANGE,211026,2021-10-26,99741,CME ,0,99,680374,196880,208136,8906,387905,404160,593691,621202,86683,59172,680374,196880,208136,8906,387905,404160,593691,621202,86683,59172,0,0,0,0,0,0,0,0,0,0,956.0,3560.0,2709.0,253.0,-1777.0,-3095.0,2036.0,-133.0,-1080.0,1089.0,100,28.9,30.6,1.3,57.0,59.4,87.3,91.3,12.7,8.7,100,28.9,30.6,1.3,57.0,59.4,87.3,91.3,12.7,8.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,96,63,24,128,96,229,178,326,96,63,24,128,96,229,178,0,0,0,0,0,0,0,0,14.8,40.0,24.1,51.9,14.0,39.7,22.3,51.5,14.8,40.0,24.1,51.9,14.0,39.7,22.3,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.161170482635498,1.16290020942688,1.1585874557495115,1.161170482635498,1.161170482635498,0.0,-11256,-16255,4999,30853.0,0.0,1.1616156101226807,0,0.5550020423556532,0.43915044648810664
EURO FX - CHICAGO MERCANTILE EXCHANGE,211102,2021-11-02,99741,CME ,0,99,678024,191496,197634,9486,392882,415610,593864,622730,84160,55294,678024,191496,197634,9486,392882,415610,593864,622730,84160,55294,0,0,0,0,0,0,0,0,0,0,-2350.0,-5384.0,-10502.0,580.0,4977.0,11450.0,173.0,1528.0,-2523.0,-3878.0,100,28.2,29.1,1.4,57.9,61.3,87.6,91.8,12.4,8.2,100,28.2,29.1,1.4,57.9,61.3,87.6,91.8,12.4,8.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,99,64,25,132,96,237,179,334,99,64,25,132,96,237,179,0,0,0,0,0,0,0,0,14.6,40.9,23.6,53.5,13.4,40.5,21.8,53.1,14.6,40.9,23.6,53.5,13.4,40.5,21.8,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1601735353469849,1.1614995002746582,1.1579166650772097,1.1599582433700562,1.1599582433700562,0.0,-6138,-22728,16590,23071.0,-7782.0,1.1612783670425415,0,0.6007607764973386,0.5203581099946675
EURO FX - CHICAGO MERCANTILE EXCHANGE,211109,2021-11-09,99741,CME ,0,99,678368,192544,188771,12175,389822,421863,594541,622809,83827,55559,678368,192544,188771,12175,389822,421863,594541,622809,83827,55559,0,0,0,0,0,0,0,0,0,0,344.0,1048.0,-8863.0,2689.0,-3060.0,6253.0,677.0,79.0,-333.0,265.0,100,28.4,27.8,1.8,57.5,62.2,87.6,91.8,12.4,8.2,100,28.4,27.8,1.8,57.5,62.2,87.6,91.8,12.4,8.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,101,65,30,133,96,247,178,338,101,65,30,133,96,247,178,0,0,0,0,0,0,0,0,14.6,41.4,23.3,54.1,13.3,40.9,21.4,53.5,14.6,41.4,23.3,54.1,13.3,40.9,21.4,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.158869385719299,1.1609008312225342,1.157019019126892,1.159151554107666,1.159151554107666,0.0,3773,-32041,28268,22429.0,-642.0,1.160564363002777,0,0.5843841096675959,0.5650310841925972
EURO FX - CHICAGO MERCANTILE EXCHANGE,211116,2021-11-16,99741,CME ,0,99,705698,198181,202007,12990,404266,431251,615437,646248,90261,59450,705698,198181,202007,12990,404266,431251,615437,646248,90261,59450,0,0,0,0,0,0,0,0,0,0,27330.0,5637.0,13236.0,815.0,14444.0,9388.0,20896.0,23439.0,6434.0,3891.0,100,28.1,28.6,1.8,57.3,61.1,87.2,91.6,12.8,8.4,100,28.1,28.6,1.8,57.3,61.1,87.2,91.6,12.8,8.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,100,65,31,134,96,246,180,339,100,65,31,134,96,246,180,0,0,0,0,0,0,0,0,14.3,38.9,23.4,50.7,13.4,38.5,21.5,50.2,14.3,38.9,23.4,50.7,13.4,38.5,21.5,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1367381811141968,1.1387006044387815,1.1330673694610596,1.1366478204727173,1.1366478204727173,0.0,-3826,-26985,23159,19874.5,-2554.5,1.159554898738861,0,0.6291218752143664,0.5797221178485685
EURO FX - CHICAGO MERCANTILE EXCHANGE,211123,2021-11-23,99741,CME ,0,99,711685,204214,220666,13186,403595,420430,620995,654282,90690,57403,711685,204214,220666,13186,403595,420430,620995,654282,90690,57403,0,0,0,0,0,0,0,0,0,0,5987.0,6033.0,18659.0,196.0,-671.0,-10821.0,5558.0,8034.0,429.0,-2047.0,100,28.7,31.0,1.9,56.7,59.1,87.3,91.9,12.7,8.1,100,28.7,31.0,1.9,56.7,59.1,87.3,91.9,12.7,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,99,67,33,135,95,246,183,339,99,67,33,135,95,246,183,0,0,0,0,0,0,0,0,14.6,36.2,23.2,48.3,13.6,35.5,21.7,47.5,14.6,36.2,23.2,48.3,13.6,35.5,21.7,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.124353528022766,1.127344846725464,1.12271249294281,1.12421452999115,1.12421452999115,0.0,-16452,-16835,383,11028.0,-8846.5,1.159554898738861,0,0.7347618461749761,0.5925724430824673
EURO FX - CHICAGO MERCANTILE EXCHANGE,211130,2021-11-30,99741,CME ,0,99,705409,191048,214288,13922,407774,418645,612744,646855,92665,58554,705409,191048,214288,13922,407774,418645,612744,646855,92665,58554,0,0,0,0,0,0,0,0,0,0,-6276.0,-13166.0,-6378.0,736.0,4179.0,-1785.0,-8251.0,-7427.0,1975.0,1151.0,100,27.1,30.4,2.0,57.8,59.3,86.9,91.7,13.1,8.3,100,27.1,30.4,2.0,57.8,59.3,86.9,91.7,13.1,8.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,94,67,34,138,97,246,184,336,94,67,34,138,97,246,184,0,0,0,0,0,0,0,0,15.1,35.9,23.5,48.2,13.6,35.1,21.6,47.5,15.1,35.9,23.5,48.2,13.6,35.1,21.6,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1293565034866333,1.1381744146347046,1.124606370925903,1.1293437480926514,1.1293437480926514,0.0,-23240,-10871,-12369,5232.5,-5795.5,1.1478996872901917,0,0.4922312566848035,0.5925724430824673
EURO FX - CHICAGO MERCANTILE EXCHANGE,211207,2021-12-07,99741,CME ,0,99,716213,194869,203168,16253,418656,438831,629778,658252,86435,57961,716213,194869,203168,16253,418656,438831,629778,658252,86435,57961,0,0,0,0,0,0,0,0,0,0,10804.0,3821.0,-11120.0,2331.0,10882.0,20186.0,17034.0,11397.0,-6230.0,-593.0,100,27.2,28.4,2.3,58.5,61.3,87.9,91.9,12.1,8.1,100,27.2,28.4,2.3,58.5,61.3,87.9,91.9,12.1,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,99,73,33,135,101,248,193,344,99,73,33,135,101,248,193,0,0,0,0,0,0,0,0,16.1,35.7,24.9,49.1,13.1,34.9,20.8,47.1,16.1,35.7,24.9,49.1,13.1,34.9,20.8,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.128451585769653,1.1299434900283811,1.1231285333633425,1.128668189048767,1.128668189048767,0.0,-8299,-20175,11876,5232.5,0.0,1.1329957842826843,0,0.0,0.5925724430824673
EURO FX - CHICAGO MERCANTILE EXCHANGE,211214,2021-12-14,99741,CME ,0,99,661711,189530,201409,13933,378079,394668,581542,610010,80169,51701,661711,189530,201409,13933,378079,394668,581542,610010,80169,51701,0,0,0,0,0,0,0,0,0,0,-54502.0,-5339.0,-1759.0,-2320.0,-40577.0,-44163.0,-48236.0,-48242.0,-6266.0,-6260.0,100,28.6,30.4,2.1,57.1,59.6,87.9,92.2,12.1,7.8,100,28.6,30.4,2.1,57.1,59.6,87.9,92.2,12.1,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,93,70,27,129,97,234,182,334,93,70,27,129,97,234,182,0,0,0,0,0,0,0,0,15.7,38.2,24.8,48.9,14.1,37.5,22.5,48.1,15.7,38.2,24.8,48.9,14.1,37.5,22.5,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1283371448516846,1.13275945186615,1.1266590356826782,1.1285407543182373,1.1285407543182373,0.0,-11879,-16589,4710,5232.5,0.0,1.1290059685707092,0,0.0,0.5383076831761997
EURO FX - CHICAGO MERCANTILE EXCHANGE,211221,2021-12-21,99741,CME ,0,99,672239,196595,206757,14873,381670,397296,593138,618926,79101,53313,672239,196595,206757,14873,381670,397296,593138,618926,79101,53313,0,0,0,0,0,0,0,0,0,0,10528.0,7065.0,5348.0,940.0,3591.0,2628.0,11596.0,8916.0,-1068.0,1612.0,100,29.2,30.8,2.2,56.8,59.1,88.2,92.1,11.8,7.9,100,29.2,30.8,2.2,56.8,59.1,88.2,92.1,11.8,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,97,63,25,131,97,237,176,333,97,63,25,131,97,237,176,0,0,0,0,0,0,0,0,16.1,38.2,25.0,49.4,14.5,37.3,22.8,48.4,16.1,38.2,25.0,49.4,14.5,37.3,22.8,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1276754140853882,1.1303266286849976,1.126176834106445,1.127751708030701,1.127751708030701,0.0,-10162,-15626,5464,5465.0,232.5,1.1286044716835022,0,0.0,0.24611562834240175
EURO FX - CHICAGO MERCANTILE EXCHANGE,211228,2021-12-28,99741,CME ,0,99,673273,198617,205251,13060,384857,403390,596534,621701,76739,51572,673273,198617,205251,13060,384857,403390,596534,621701,76739,51572,0,0,0,0,0,0,0,0,0,0,1034.0,2022.0,-1506.0,-1813.0,3187.0,6094.0,3396.0,2775.0,-2362.0,-1741.0,100,29.5,30.5,1.9,57.2,59.9,88.6,92.3,11.4,7.7,100,29.5,30.5,1.9,57.2,59.9,88.6,92.3,11.4,7.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,103,64,31,132,97,246,181,340,103,64,31,132,97,246,181,0,0,0,0,0,0,0,0,16.1,38.2,25.0,50.1,14.4,37.4,22.6,49.2,16.1,38.2,25.0,50.1,14.4,37.4,22.6,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1329776048660278,1.1336004734039309,1.1290377378463743,1.1330032348632812,1.1330032348632812,0.0,-6634,-18533,11899,8670.0,3205.0,1.1286044716835022,0,0.0,0.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,220104,2022-01-04,99741,CME ,0,99,678218,199073,200627,9374,388742,415200,597189,625201,81029,53017,678218,199073,200627,9374,388742,415200,597189,625201,81029,53017,0,0,0,0,0,0,0,0,0,0,4945.0,456.0,-4624.0,-3686.0,3885.0,11810.0,655.0,3500.0,4290.0,1445.0,100,29.4,29.6,1.4,57.3,61.2,88.1,92.2,11.9,7.8,100,29.4,29.6,1.4,57.3,61.2,88.1,92.2,11.9,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,97,65,26,129,95,234,178,333,97,65,26,129,95,234,178,0,0,0,0,0,0,0,0,16.0,39.0,24.7,51.4,14.2,38.3,22.3,50.6,16.0,39.0,24.7,51.4,14.2,38.3,22.3,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1301988363265991,1.1323001384735107,1.127344846725464,1.1302244663238523,1.1302244663238523,0.0,-1554,-26458,24904,11887.5,3217.5,1.1290059685707092,1,0.8215786360282209,0.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,220111,2022-01-11,99741,CME ,0,99,682293,204361,198356,8748,389191,422581,602300,629685,79993,52608,682293,204361,198356,8748,389191,422581,602300,629685,79993,52608,0,0,0,0,0,0,0,0,0,0,4075.0,5288.0,-2271.0,-626.0,449.0,7381.0,5111.0,4484.0,-1036.0,-409.0,100,30.0,29.1,1.3,57.0,61.9,88.3,92.3,11.7,7.7,100,30.0,29.1,1.3,57.0,61.9,88.3,92.3,11.7,7.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,95,61,30,129,98,237,176,328,95,61,30,129,98,237,176,0,0,0,0,0,0,0,0,15.9,39.5,24.5,51.7,13.9,38.8,21.9,50.9,15.9,39.5,24.5,51.7,13.9,38.8,21.9,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1332728862762451,1.136899709701538,1.1315544843673706,1.1330417394638062,1.1330417394638062,0.0,6005,-33390,27385,11887.5,0.0,1.1294463276863098,1,1.7324683257835432,0.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,220118,2022-01-18,99741,CME ,0,99,691882,211901,187317,10708,389617,440081,612226,638106,79656,53776,691882,211901,187317,10708,389617,440081,612226,638106,79656,53776,0,0,0,0,0,0,0,0,0,0,9589.0,7540.0,-11039.0,1960.0,426.0,17500.0,9926.0,8421.0,-337.0,1168.0,100,30.6,27.1,1.5,56.3,63.6,88.5,92.2,11.5,7.8,100,30.6,27.1,1.5,56.3,63.6,88.5,92.2,11.5,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,94,65,29,133,95,240,177,330,94,65,29,133,95,240,177,0,0,0,0,0,0,0,0,16.5,41.1,24.4,53.5,14.8,40.8,22.6,53.0,16.5,41.1,24.4,53.5,14.8,40.8,22.6,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.141291856765747,1.1423349380493164,1.1329647302627563,1.1410574913024902,1.1410574913024902,0.0,24584,-50464,25880,11887.5,0.0,1.131613850593567,1,6.577171590849872,0.41078931801411045
EURO FX - CHICAGO MERCANTILE EXCHANGE,220125,2022-01-25,99741,CME ,0,99,682952,213408,181848,11117,379154,435412,603679,628377,79273,54575,682952,213408,181848,11117,379154,435412,603679,628377,79273,54575,0,0,0,0,0,0,0,0,0,0,-8930.0,1507.0,-5469.0,409.0,-10463.0,-4669.0,-8547.0,-9729.0,-383.0,799.0,100,31.2,26.6,1.6,55.5,63.8,88.4,92.0,11.6,8.0,100,31.2,26.6,1.6,55.5,63.8,88.4,92.0,11.6,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,98,61,31,131,94,240,175,330,98,61,31,131,94,240,175,0,0,0,0,0,0,0,0,16.7,40.8,24.8,52.7,15.1,40.3,23.0,52.2,16.7,40.8,24.8,52.7,15.1,40.3,23.0,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.132387399673462,1.132502794265747,1.1266844272613523,1.132413029670715,1.132413029670715,0.0,31560,-56258,24698,11887.5,0.0,1.1327081322669983,1,9.945511172232088,1.277023480905882
EURO FX - CHICAGO MERCANTILE EXCHANGE,220201,2022-02-01,99741,CME ,0,99,685431,213563,183847,11388,376805,434272,601756,629507,83675,55924,685431,213563,183847,11388,376805,434272,601756,629507,83675,55924,0,0,0,0,0,0,0,0,0,0,2479.0,155.0,1999.0,271.0,-2349.0,-1140.0,-1923.0,1130.0,4402.0,1349.0,100,31.2,26.8,1.7,55.0,63.4,87.8,91.8,12.2,8.2,100,31.2,26.8,1.7,55.0,63.4,87.8,91.8,12.2,8.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,98,57,31,136,97,247,172,330,98,57,31,136,97,247,172,0,0,0,0,0,0,0,0,16.7,41.1,24.7,51.6,15.1,40.5,22.9,50.9,16.7,41.1,24.7,51.6,15.1,40.5,22.9,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.12291419506073,1.1279042959213257,1.1222084760665894,1.12296462059021,1.12296462059021,0.0,29716,-57467,27751,18298.5,6411.0,1.1327081322669983,0,11.056669284371011,4.154819958316708
EURO FX - CHICAGO MERCANTILE EXCHANGE,220208,2022-02-08,99741,CME ,0,99,700098,218973,180131,10974,382426,455678,612373,646783,87725,53315,700098,218973,180131,10974,382426,455678,612373,646783,87725,53315,0,0,0,0,0,0,0,0,0,0,14667.0,5410.0,-3716.0,-414.0,5621.0,21406.0,10617.0,17276.0,4050.0,-2609.0,100,31.3,25.7,1.6,54.6,65.1,87.5,92.4,12.5,7.6,100,31.3,25.7,1.6,54.6,65.1,87.5,92.4,12.5,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,95,59,30,136,97,243,174,326,95,59,30,136,97,243,174,0,0,0,0,0,0,0,0,16.3,43.2,25.0,54.5,14.9,42.5,22.9,53.8,16.3,43.2,25.0,54.5,14.9,42.5,22.9,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.144086241722107,1.145081877708435,1.1397050619125366,1.1442956924438477,1.1442956924438477,0.0,38842,-73252,34410,24801.0,6502.5,1.1327273845672607,1,11.204539416990102,8.26134138154098
EURO FX - CHICAGO MERCANTILE EXCHANGE,220215,2022-02-15,99741,CME ,0,99,702047,217899,170318,11201,383827,468884,612927,650403,89120,51644,702047,217899,170318,11201,383827,468884,612927,650403,89120,51644,0,0,0,0,0,0,0,0,0,0,1949.0,-1074.0,-9813.0,227.0,1401.0,13206.0,554.0,3620.0,1395.0,-1671.0,100,31.0,24.3,1.6,54.7,66.8,87.3,92.6,12.7,7.4,100,31.0,24.3,1.6,54.7,66.8,87.3,92.6,12.7,7.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,95,60,29,139,94,244,173,325,95,60,29,139,94,244,173,0,0,0,0,0,0,0,0,16.9,44.8,26.2,55.4,15.7,44.5,24.0,55.1,16.9,44.8,26.2,55.4,15.7,44.5,24.0,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.130607843399048,1.1368803977966309,1.1305822134017944,1.1306334733963013,1.1306334733963013,0.0,47581,-85057,37476,25392.0,591.0,1.1327273845672607,0,11.426254069831785,10.50109022830155
EURO FX - CHICAGO MERCANTILE EXCHANGE,220222,2022-02-22,99741,CME ,0,99,696682,214195,154889,13570,379583,477633,607348,646092,89334,50590,696682,214195,154889,13570,379583,477633,607348,646092,89334,50590,0,0,0,0,0,0,0,0,0,0,-5365.0,-3704.0,-15429.0,2369.0,-4244.0,8749.0,-5579.0,-4311.0,214.0,-1054.0,100,30.7,22.2,1.9,54.5,68.6,87.2,92.7,12.8,7.3,100,30.7,22.2,1.9,54.5,68.6,87.2,92.7,12.8,7.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,95,58,33,140,94,246,174,325,95,58,33,140,94,246,174,0,0,0,0,0,0,0,0,17.2,46.0,25.8,56.9,15.8,45.7,23.7,56.5,17.2,46.0,25.8,56.9,15.8,45.7,23.7,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1309658288955688,1.1363766193389893,1.1289101839065552,1.1309658288955688,1.1309658288955688,0.0,59306,-98050,38744,26632.5,1240.5,1.131689429283142,0,11.417239005887623,11.130604350680557
EURO FX - CHICAGO MERCANTILE EXCHANGE,220301,2022-03-01,99741,CME ,0,99,719975,228385,163446,17009,390260,485365,635654,665820,84321,54155,719975,228385,163446,17009,390260,485365,635654,665820,84321,54155,0,0,0,0,0,0,0,0,0,0,23293.0,14190.0,8557.0,3439.0,10677.0,7732.0,28306.0,19728.0,-5013.0,3565.0,100,31.7,22.7,2.4,54.2,67.4,88.3,92.5,11.7,7.5,100,31.7,22.7,2.4,54.2,67.4,88.3,92.5,11.7,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,96,57,35,142,94,248,176,329,96,57,35,142,94,248,176,0,0,0,0,0,0,0,0,17.2,44.6,25.4,54.1,15.9,44.4,23.5,53.9,17.2,44.6,25.4,54.1,15.9,44.4,23.5,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1214659214019775,1.1232168674468994,1.1102105379104614,1.1215918064117432,1.1215918064117432,0.0,64939,-95105,30166,27568.0,935.5,1.130799651145935,0,11.142684547541378,11.17361198226574
EURO FX - CHICAGO MERCANTILE EXCHANGE,220308,2022-03-08,99741,CME ,0,99,738990,242683,183839,23926,386654,470527,653263,678292,85727,60698,738990,242683,183839,23926,386654,470527,653263,678292,85727,60698,0,0,0,0,0,0,0,0,0,0,19015.0,14298.0,20393.0,6917.0,-3606.0,-14838.0,17609.0,12472.0,1406.0,6543.0,100,32.8,24.9,3.2,52.3,63.7,88.4,91.8,11.6,8.2,100,32.8,24.9,3.2,52.3,63.7,88.4,91.8,11.6,8.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,99,63,39,137,95,249,184,332,99,63,39,137,95,249,184,0,0,0,0,0,0,0,0,16.4,42.6,24.2,51.9,15.2,41.3,22.1,50.2,16.4,42.6,24.2,51.9,15.2,41.3,22.1,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.08695650100708,1.0922157764434814,1.0851165056228638,1.0865312814712524,1.0865312814712524,0.0,58844,-83873,25029,27568.0,0.0,1.1267990469932556,0,14.049094956453928,11.310889211438862
